age_at_trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.97,4.96,5.94,6.91,7.88,8.85,9.81,10.76,11.71,12.65,13.58,14.51,15.42,16.33,17.22,18.11,18.98,19.84,20.68,21.51,22.31,23.1,23.87,24.62,25.34,26.03,26.7,27.33,27.92,28.48,29.0,29.48,29.91,30.3,30.65,30.95,31.2,31.41,31.59,31.72,31.83,31.91,31.96,32.0,32.03,32.04,32.05,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06,32.06
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.95,5.93,6.91,7.87,8.84,9.79,10.74,11.68,12.62,13.54,14.46,15.37,16.26,17.15,18.02,18.88,19.73,20.55,21.36,22.15,22.92,23.67,24.39,25.08,25.74,26.37,26.97,27.52,28.04,28.51,28.95,29.33,29.67,29.97,30.22,30.43,30.6,30.73,30.84,30.91,30.97,31.0,31.03,31.04,31.05,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06,31.06
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.95,5.93,6.9,7.86,8.82,9.77,10.72,11.65,12.58,13.5,14.41,15.31,16.2,17.07,17.93,18.78,19.6,20.41,21.2,21.97,22.72,23.44,24.13,24.79,25.42,26.01,26.57,27.08,27.55,27.98,28.37,28.7,28.99,29.24,29.45,29.62,29.75,29.85,29.92,29.98,30.01,30.04,30.05,30.06,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.95,5.92,6.89,7.85,8.8,9.75,10.69,11.62,12.54,13.46,14.36,15.24,16.12,16.98,17.83,18.66,19.47,20.26,21.03,21.77,22.49,23.19,23.85,24.47,25.06,25.62,26.13,26.6,27.02,27.4,27.74,28.03,28.27,28.48,28.64,28.77,28.87,28.94,29.0,29.03,29.05,29.07,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08,29.08
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.96,4.94,5.91,6.88,7.83,8.79,9.73,10.66,11.59,12.5,13.4,14.3,15.17,16.04,16.89,17.72,18.53,19.32,20.09,20.84,21.56,22.25,22.91,23.53,24.12,24.67,25.18,25.65,26.07,26.45,26.78,27.07,27.31,27.51,27.67,27.8,27.9,27.97,28.02,28.05,28.08,28.09,28.1,28.1,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11,28.11
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.96,4.93,5.9,6.87,7.82,8.77,9.7,10.63,11.55,12.45,13.35,14.23,15.1,15.95,16.78,17.59,18.39,19.16,19.9,20.62,21.31,21.97,22.6,23.19,23.74,24.24,24.71,25.13,25.5,25.83,26.12,26.36,26.55,26.71,26.84,26.93,27.0,27.05,27.09,27.11,27.12,27.13,27.13,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.96,4.93,5.89,6.85,7.8,8.74,9.68,10.6,11.51,12.4,13.29,14.16,15.01,15.84,16.66,17.45,18.23,18.97,19.69,20.39,21.04,21.67,22.26,22.81,23.31,23.78,24.19,24.57,24.89,25.17,25.41,25.6,25.76,25.88,25.98,26.05,26.09,26.13,26.15,26.16,26.17,26.17,26.17,26.17,26.17,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.95,4.92,5.89,6.84,7.79,8.72,9.65,10.56,11.46,12.35,13.22,14.07,14.91,15.73,16.53,17.3,18.05,18.77,19.46,20.12,20.75,21.33,21.88,22.39,22.85,23.26,23.63,23.96,24.23,24.47,24.66,24.81,24.94,25.03,25.09,25.14,25.17,25.19,25.21,25.21,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.95,4.92,5.87,6.83,7.77,8.7,9.61,10.52,11.41,12.28,13.14,13.98,14.8,15.6,16.38,17.13,17.85,18.54,19.2,19.83,20.42,20.96,21.47,21.93,22.34,22.71,23.03,23.3,23.53,23.72,23.88,24.0,24.09,24.15,24.2,24.23,24.25,24.26,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.94,4.91,5.86,6.81,7.74,8.67,9.58,10.47,11.35,12.21,13.06,13.88,14.68,15.46,16.21,16.94,17.63,18.29,18.92,19.51,20.05,20.55,21.01,21.42,21.79,22.11,22.38,22.61,22.8,22.95,23.06,23.15,23.22,23.26,23.29,23.31,23.32,23.33,23.33,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.97,3.94,4.9,5.85,6.79,7.72,8.63,9.53,10.42,11.28,12.13,12.96,13.77,14.55,15.3,16.03,16.73,17.39,18.01,18.6,19.15,19.65,20.11,20.52,20.88,21.2,21.47,21.69,21.88,22.03,22.14,22.23,22.29,22.33,22.36,22.38,22.39,22.4,22.4,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41,22.41
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.96,3.93,4.89,5.84,6.77,7.69,8.6,9.49,10.36,11.21,12.04,12.85,13.64,14.4,15.13,15.82,16.49,17.11,17.7,18.25,18.75,19.21,19.62,19.98,20.29,20.56,20.78,20.97,21.11,21.23,21.31,21.37,21.42,21.45,21.46,21.48,21.48,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.96,3.92,4.88,5.82,6.75,7.66,8.55,9.43,10.29,11.13,11.94,12.73,13.49,14.23,14.93,15.59,16.22,16.81,17.36,17.86,18.32,18.72,19.09,19.4,19.66,19.89,20.07,20.21,20.32,20.41,20.47,20.51,20.54,20.56,20.57,20.57,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.95,3.92,4.87,5.8,6.72,7.62,8.51,9.37,10.22,11.04,11.83,12.6,13.33,14.04,14.71,15.34,15.93,16.48,16.98,17.44,17.84,18.2,18.51,18.78,19.0,19.18,19.32,19.43,19.51,19.57,19.61,19.64,19.66,19.67,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.98,2.95,3.91,4.85,5.78,6.69,7.58,8.45,9.31,10.13,10.93,11.7,12.45,13.15,13.83,14.46,15.05,15.6,16.11,16.56,16.97,17.33,17.64,17.9,18.12,18.3,18.44,18.55,18.63,18.69,18.73,18.76,18.77,18.78,18.79,18.79,18.79,18.79,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.98,2.94,3.9,4.83,5.76,6.66,7.54,8.39,9.23,10.04,10.81,11.56,12.28,12.95,13.59,14.19,14.74,15.24,15.7,16.11,16.47,16.78,17.04,17.25,17.43,17.57,17.68,17.76,17.82,17.86,17.88,17.9,17.91,17.91,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.94,3.89,4.82,5.73,6.62,7.48,8.33,9.14,9.93,10.68,11.4,12.08,12.73,13.33,13.88,14.39,14.85,15.26,15.61,15.92,16.18,16.4,16.58,16.72,16.82,16.9,16.96,17.0,17.02,17.04,17.05,17.05,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.93,3.87,4.8,5.7,6.57,7.43,8.25,9.05,9.81,10.53,11.22,11.87,12.48,13.03,13.55,14.01,14.42,14.78,15.08,15.35,15.56,15.74,15.87,15.98,16.06,16.11,16.15,16.18,16.19,16.2,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.21
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.92,3.86,4.77,5.66,6.52,7.36,8.16,8.94,9.67,10.37,11.02,11.63,12.2,12.71,13.18,13.59,13.95,14.26,14.52,14.74,14.91,15.05,15.15,15.23,15.28,15.32,15.35,15.36,15.37,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.96,2.91,3.84,4.74,5.62,6.47,7.29,8.07,8.81,9.52,10.18,10.8,11.37,11.89,12.36,12.77,13.14,13.45,13.71,13.93,14.1,14.24,14.34,14.42,14.47,14.51,14.53,14.55,14.56,14.56,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57,14.57
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.96,2.9,3.82,4.71,5.58,6.41,7.2,7.96,8.68,9.35,9.97,10.55,11.08,11.55,11.97,12.34,12.65,12.91,13.13,13.31,13.44,13.55,13.62,13.68,13.71,13.74,13.75,13.76,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.95,2.89,3.8,4.68,5.53,6.34,7.11,7.84,8.52,9.16,9.74,10.28,10.76,11.18,11.55,11.87,12.14,12.35,12.53,12.67,12.77,12.85,12.9,12.94,12.96,12.98,12.99,12.99,12.99,12.99,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.95,2.88,3.78,4.64,5.47,6.26,7.0,7.7,8.35,8.94,9.49,9.98,10.41,10.78,11.11,11.37,11.59,11.77,11.91,12.01,12.09,12.14,12.18,12.21,12.22,12.23,12.23,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.94,2.86,3.75,4.6,5.4,6.17,6.88,7.54,8.15,8.71,9.21,9.65,10.03,10.36,10.63,10.85,11.03,11.17,11.28,11.35,11.41,11.45,11.47,11.48,11.49,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.93,2.85,3.72,4.55,5.33,6.06,6.75,7.37,7.94,8.45,8.9,9.29,9.63,9.9,10.13,10.31,10.45,10.56,10.64,10.69,10.73,10.76,10.77,10.78,10.78,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.92,2.83,3.68,4.49,5.25,5.95,6.6,7.18,7.71,8.17,8.57,8.91,9.2,9.43,9.61,9.76,9.87,9.95,10.0,10.04,10.06,10.08,10.09,10.09,10.09,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.91,2.8,3.64,4.43,5.15,5.82,6.43,6.97,7.45,7.86,8.21,8.51,8.75,8.94,9.08,9.2,9.28,9.33,9.37,9.4,9.41,9.42,9.42,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.9,2.78,3.59,4.35,5.05,5.68,6.24,6.74,7.17,7.53,7.84,8.08,8.28,8.43,8.55,8.63,8.69,8.73,8.75,8.77,8.78,8.78,8.78,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.89,2.75,3.54,4.27,4.93,5.52,6.04,6.49,6.87,7.18,7.44,7.65,7.8,7.92,8.01,8.07,8.11,8.13,8.15,8.16,8.16,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.87,2.71,3.48,4.18,4.8,5.34,5.81,6.21,6.55,6.82,7.03,7.2,7.32,7.41,7.47,7.51,7.54,7.56,7.57,7.57,7.57,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.86,2.67,3.41,4.07,4.65,5.15,5.58,5.93,6.21,6.44,6.61,6.74,6.84,6.9,6.95,6.97,6.99,7.0,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.01
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.84,2.63,3.34,3.96,4.49,4.95,5.32,5.63,5.87,6.05,6.19,6.29,6.36,6.41,6.44,6.45,6.46,6.47,6.47,6.47,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.82,2.58,3.26,3.83,4.32,4.73,5.06,5.32,5.52,5.66,5.77,5.85,5.9,5.93,5.95,5.96,5.96,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.79,2.53,3.16,3.7,4.14,4.5,4.79,5.0,5.16,5.28,5.36,5.41,5.45,5.47,5.48,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.76,2.47,3.07,3.56,3.96,4.27,4.51,4.69,4.82,4.9,4.96,5.0,5.02,5.04,5.04,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.73,2.41,2.97,3.41,3.77,4.04,4.24,4.38,4.48,4.54,4.59,4.61,4.62,4.63,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.7,2.34,2.86,3.26,3.57,3.8,3.97,4.08,4.15,4.2,4.23,4.25,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.67,2.27,2.75,3.11,3.38,3.57,3.7,3.79,3.85,3.88,3.9,3.91,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.63,2.2,2.64,2.96,3.19,3.35,3.45,3.52,3.56,3.58,3.6,3.6,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.6,2.13,2.53,2.81,3.01,3.14,3.22,3.27,3.29,3.31,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,1.56,2.06,2.42,2.66,2.83,2.93,2.99,3.02,3.04,3.05,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.52,1.98,2.3,2.51,2.65,2.73,2.77,2.8,2.81,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.48,1.9,2.19,2.36,2.47,2.53,2.56,2.58,2.59,2.59,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.44,1.82,2.07,2.22,2.3,2.35,2.37,2.38,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.39,1.74,1.95,2.07,2.14,2.17,2.19,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.34,1.66,1.84,1.94,1.99,2.01,2.02,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.3,1.58,1.73,1.81,1.85,1.87,1.87,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.25,1.5,1.63,1.69,1.72,1.73,1.73,1.73,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.2,1.42,1.53,1.58,1.6,1.6,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.16,1.35,1.43,1.47,1.48,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.11,1.27,1.34,1.37,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.06,1.2,1.26,1.28,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.02,1.14,1.18,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
